1655596800,0
1656201600,0
1656806400,0
1657411200,0
1658016000,0
1658620800,0
1659225600,0
1659830400,0
1660435200,0
1661040000,0
1661644800,0
1662249600,0
1662854400,0
1663459200,0
1664064000,0
1664668800,0
1665273600,0
1665878400,0
1666483200,0
1667088000,0
1667692800,0
1668301200,0
1668906000,0
1669510800,0
1670115600,0
1670720400,0
1671325200,0
1671930000,0
1672534800,0
1673139600,0
1673744400,0
1674349200,0
1674954000,0
1675558800,0
1676163600,0
1676768400,0
1677373200,0
1677978000,0
1678582800,0
1679184000,0
1679788800,0
1680393600,0
1680998400,0
1681603200,0
1682208000,0
1682812800,0
1683417600,0
1684022400,0
1684627200,0
1685232000,0
1685836800,6
1686441600,0
